ym,zip_code,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,incident_count
15-09,11233,39,0,4,0,6,0,29,0,130
15-09,11234,39,0,4,0,1,0,34,0,133
15-09,11235,20,0,3,0,1,0,16,0,92
15-09,11236,55,0,8,0,2,0,45,0,160
15-09,11237,29,0,2,0,4,0,23,0,86
15-09,11238,28,0,9,0,5,0,14,0,114
15-09,11239,7,0,1,0,0,0,6,0,25
15-09,11249,15,0,0,0,4,0,11,0,55
15-09,11354,38,0,11,0,5,0,22,0,159
15-09,11355,32,0,5,0,3,0,24,0,149
15-09,11356,3,0,1,0,0,0,2,0,45
15-09,11357,6,0,0,0,0,0,6,0,41
15-09,11358,16,0,3,0,1,0,12,0,51
15-09,11360,0,0,0,0,0,0,0,0,10
15-09,11361,21,0,3,0,1,0,17,0,72
15-09,11362,4,0,1,0,1,0,2,0,24
15-09,11363,6,0,1,0,0,0,5,0,18
15-09,11364,11,0,0,0,0,0,11,0,43
15-09,11365,8,0,2,0,0,0,6,0,32
15-09,11366,5,0,0,0,1,0,4,0,32
15-09,11367,9,0,2,0,1,0,6,0,58
15-09,11368,30,0,6,0,9,0,15,0,121
15-09,11369,21,0,1,0,4,0,16,0,68
15-09,11370,14,0,1,0,2,0,11,0,49
15-09,11372,26,0,7,0,3,0,16,0,93
15-09,11373,26,0,10,0,3,0,13,0,130
15-09,11374,7,0,1,0,1,0,5,0,59
15-09,11375,14,0,5,0,1,0,8,0,96
15-09,11377,32,0,4,0,7,0,21,0,106
15-09,11378,13,0,3,0,2,0,8,0,59
15-09,11379,18,0,1,0,4,0,13,0,74
15-09,11385,47,0,9,0,6,0,32,0,140
15-09,11411,23,0,2,0,0,0,21,0,40
15-09,11412,30,0,3,0,1,0,26,0,61
15-09,11413,34,0,2,0,3,0,29,0,93
15-09,11414,3,0,0,0,0,0,3,0,31
15-09,11415,7,0,1,0,1,0,5,0,29
15-09,11416,16,0,5,0,0,0,11,0,47
15-09,11417,19,0,1,0,1,0,17,0,60
15-09,11418,16,0,3,0,0,0,13,0,61
15-09,11419,16,0,3,0,2,0,11,0,73
15-09,11420,24,0,2,0,1,0,21,0,85
15-09,11421,24,0,2,0,4,0,18,0,64
15-09,11422,19,0,3,0,2,0,14,0,72
15-09,11423,14,0,4,0,0,0,10,0,60
15-09,11426,3,0,0,0,0,0,3,0,30
15-09,11427,22,0,1,0,0,0,21,0,41
15-09,11428,4,0,0,0,0,0,4,0,30
15-09,11429,8,0,1,0,0,0,7,0,39
15-09,11430,0,0,0,0,0,0,0,0,2
15-09,11432,20,0,4,0,3,0,13,0,104
15-09,11433,20,0,5,0,0,0,15,0,73
15-09,11434,41,0,8,0,1,0,32,0,146
15-09,11435,20,0,6,0,1,0,13,0,99
15-09,11436,8,0,2,0,2,0,4,0,33
15-09,11691,18,0,6,0,3,0,9,0,59
15-09,11692,1,0,1,0,0,0,0,0,10
15-09,11693,11,0,0,0,0,0,11,0,26
15-09,11694,5,0,0,0,1,0,4,0,13
15-09,11695,0,0,0,0,0,0,0,0,1
15-10,10001,27,0,9,0,7,0,11,0,192
15-10,10002,36,0,9,0,9,0,18,0,175
15-10,10003,23,0,12,0,7,0,4,0,121
15-10,10004,7,0,2,0,0,0,5,0,40
15-10,10005,4,0,1,0,2,0,1,0,16
15-10,10006,3,0,0,0,0,0,3,0,18
15-10,10007,8,0,3,0,2,0,3,0,50
15-10,10009,20,0,7,0,4,0,9,0,70
15-10,10010,24,0,6,0,11,0,7,0,109
15-10,10011,17,0,6,0,5,0,6,0,121
15-10,10012,14,0,9,0,3,0,2,0,101
15-10,10013,15,0,4,0,5,0,6,0,148
15-10,10014,14,0,5,0,6,0,3,0,98
15-10,10016,37,0,15,0,9,0,13,0,209
15-10,10017,32,0,13,0,5,0,14,0,148
15-10,10018,18,0,5,0,6,0,7,0,158
15-10,10019,23,0,8,0,3,0,12,0,234
15-10,10020,0,0,0,0,0,0,0,0,15
15-10,10021,7,0,3,0,3,0,1,0,77
15-10,10022,18,0,11,0,4,0,3,0,190
15-10,10023,18,0,4,0,2,0,12,0,125
15-10,10024,8,0,1,0,2,0,5,0,88
15-10,10025,15,0,7,0,1,0,7,0,106
15-10,10026,12,0,2,0,1,0,9,0,43
15-10,10027,24,0,10,0,1,0,13,0,127
15-10,10028,19,0,4,0,3,0,12,0,65
15-10,10029,19,0,8,0,3,0,8,0,129
15-10,10030,12,0,3,0,4,0,5,0,40
15-10,10031,15,0,4,0,2,0,9,0,68
15-10,10032,18,0,10,0,3,0,5,0,68
15-10,10033,14,0,3,0,2,0,9,0,82
15-10,10034,18,0,5,0,0,0,13,0,52
15-10,10035,18,0,4,0,2,0,12,0,121
15-10,10036,19,0,6,0,2,0,11,0,181
15-10,10037,6,0,2,0,1,0,3,0,40
15-10,10038,7,0,2,0,2,0,3,0,34
15-10,10039,6,0,1,0,1,0,4,0,31
15-10,10040,11,0,2,0,0,0,9,0,30
15-10,10048,0,0,0,0,0,0,0,0,5
15-10,10065,15,0,7,0,2,0,6,0,144
15-10,10069,0,0,0,0,0,0,0,0,4
15-10,10075,12,0,8,0,3,0,1,0,56
15-10,10119,0,0,0,0,0,0,0,0,5
15-10,10128,8,0,2,0,1,0,5,0,87
15-10,10280,1,0,1,0,0,0,0,0,3
15-10,10281,0,0,0,0,0,0,0,0,1
15-10,10282,0,0,0,0,0,0,0,0,1
15-10,10301,13,0,6,0,0,0,7,0,63
15-10,10302,0,0,0,0,0,0,0,0,2
15-10,10304,23,0,2,0,0,0,21,0,89
15-10,10305,21,1,3,1,0,0,18,0,87
15-10,10306,23,0,4,0,2,0,17,0,94
15-10,10307,3,0,1,0,0,0,2,0,7
15-10,10308,9,0,3,0,0,0,6,0,25
15-10,10309,7,0,0,0,0,0,7,0,48
15-10,10310,8,0,2,0,0,0,6,0,41
15-10,10312,21,2,2,2,1,0,18,0,81
15-10,10314,4,0,0,0,0,0,4,0,25
15-10,10451,23,0,7,0,3,0,13,0,89
15-10,10452,13,1,1,0,1,0,11,1,62
15-10,10453,29,0,7,0,1,0,21,0,87
15-10,10454,32,0,3,0,2,0,27,0,78
15-10,10455,19,0,4,0,2,0,13,0,68
15-10,10456,24,0,11,0,1,0,12,0,80
15-10,10457,37,0,3,0,2,0,32,0,87
15-10,10458,34,0,12,0,2,0,20,0,124
15-10,10459,27,0,8,0,1,0,18,0,69
15-10,10460,30,0,13,0,2,0,15,0,83
15-10,10461,18,0,5,0,0,0,13,0,88
15-10,10462,15,0,9,0,1,0,5,0,71
15-10,10463,20,0,8,0,2,0,10,0,90
15-10,10464,1,0,0,0,0,0,1,0,7
15-10,10465,7,0,2,0,1,0,4,0,49
15-10,10466,17,0,6,0,0,0,11,0,117
15-10,10467,35,0,8,0,6,0,21,0,135
15-10,10468,20,0,7,0,0,0,13,0,99
15-10,10469,43,0,11,0,3,0,29,0,99
15-10,10470,18,0,3,0,0,0,15,0,45
15-10,10471,12,0,2,0,0,0,10,0,29
15-10,10472,24,0,7,0,2,0,15,0,62
15-10,10473,10,0,3,0,1,0,6,0,56
15-10,10474,7,1,2,0,0,0,5,1,34
15-10,10475,24,1,5,0,1,0,18,1,59
15-10,11001,5,0,0,0,0,0,5,0,11
15-10,11004,12,0,2,0,0,0,10,0,28
15-10,11040,0,0,0,0,0,0,0,0,2
15-10,11101,44,0,14,0,4,0,26,0,215
15-10,11102,4,0,1,0,0,0,3,0,39
15-10,11103,13,0,4,0,2,0,7,0,46
15-10,11104,6,0,1,0,1,0,4,0,24
15-10,11105,17,1,5,0,2,0,10,1,50
15-10,11106,14,0,6,0,0,0,8,0,61
15-10,11109,0,0,0,0,0,0,0,0,1
15-10,11201,24,0,4,0,4,0,16,0,202
15-10,11203,71,0,15,0,4,0,52,0,167
15-10,11204,37,0,13,0,2,0,22,0,129
15-10,11205,19,0,6,0,9,0,4,0,119
15-10,11206,57,0,14,0,13,0,30,0,154
15-10,11207,80,0,14,0,5,0,61,0,257
15-10,11208,64,0,9,0,2,0,53,0,163
15-10,11209,13,0,5,0,0,0,8,0,86
15-10,11210,36,0,8,0,2,0,26,0,118
15-10,11211,43,0,14,0,9,0,20,0,132
15-10,11212,37,0,15,0,2,0,20,0,135
15-10,11213,48,0,12,0,4,0,32,0,163
15-10,11214,26,1,12,0,5,0,9,1,100
15-10,11215,20,0,3,0,3,0,14,0,116
15-10,11216,49,0,15,0,7,0,27,0,139
15-10,11217,15,0,2,0,3,0,10,0,124
15-10,11218,34,0,3,0,5,0,26,0,123
15-10,11219,30,0,9,0,1,0,20,0,102
15-10,11220,40,0,14,0,3,0,23,0,186
15-10,11221,28,1,5,1,2,0,21,0,108
15-10,11222,13,0,3,0,7,0,3,0,134
15-10,11223,36,0,8,0,6,0,22,0,131
15-10,11224,8,1,4,1,1,0,3,0,40
15-10,11225,15,0,8,0,2,0,5,0,90
15-10,11226,51,1,22,1,8,0,21,0,121
15-10,11228,20,0,1,0,1,0,18,0,63
15-10,11229,33,0,10,0,5,0,18,0,115
15-10,11230,37,0,11,0,2,0,24,0,133
15-10,11231,14,0,3,0,3,0,8,0,59
15-10,11232,16,0,5,0,5,0,6,0,84
15-10,11233,35,0,7,0,2,0,26,0,142
15-10,11234,30,0,5,0,4,0,21,0,137
15-10,11235,21,1,7,1,2,0,12,0,132
15-10,11236,42,0,8,0,1,0,33,0,165
15-10,11237,35,0,11,0,5,0,19,0,112
15-10,11238,29,0,6,0,4,0,19,0,84
15-10,11239,3,0,1,0,1,0,1,0,22
15-10,11249,9,0,1,0,4,0,4,0,59
15-10,11354,28,1,12,1,0,0,16,0,135
15-10,11355,26,0,12,0,2,0,12,0,128
15-10,11356,8,0,3,0,0,0,5,0,43
15-10,11357,11,0,1,0,1,0,9,0,52
15-10,11358,14,0,3,0,0,0,11,0,67
15-10,11360,4,0,1,0,0,0,3,0,16
15-10,11361,15,0,4,0,2,0,9,0,87
15-10,11362,1,0,0,0,0,0,1,0,26
15-10,11363,5,0,0,0,0,0,5,0,18
15-10,11364,9,0,1,0,0,0,8,0,56
15-10,11365,16,0,2,0,1,0,13,0,31
15-10,11366,13,0,3,0,0,0,10,0,26
15-10,11367,22,0,7,0,0,0,15,0,57
15-10,11368,31,0,9,0,9,0,13,0,116
15-10,11369,21,0,3,0,2,0,16,0,51
15-10,11370,15,0,3,0,0,0,12,0,53
15-10,11372,35,0,10,0,2,0,23,0,104
15-10,11373,26,0,10,0,2,0,14,0,132
15-10,11374,12,0,4,0,0,0,8,0,65
15-10,11375,19,0,8,0,2,0,9,0,111
15-10,11377,26,0,9,0,0,0,17,0,118
15-10,11378,13,2,3,0,3,2,7,0,81
15-10,11379,10,0,3,0,1,0,6,0,53
15-10,11385,32,0,6,0,3,0,23,0,175
15-10,11411,14,0,2,0,0,0,12,0,36
15-10,11412,15,0,2,0,3,0,10,0,68
15-10,11413,30,0,7,0,1,0,22,0,103
15-10,11414,9,0,4,0,0,0,5,0,37
15-10,11415,9,0,1,0,1,0,7,0,34
15-10,11416,1,0,0,0,0,0,1,0,40
15-10,11417,12,0,7,0,1,0,4,0,72
15-10,11418,17,0,0,0,0,0,17,0,73
15-10,11419,24,1,5,1,1,0,18,0,93
15-10,11420,30,0,4,0,2,0,24,0,97
15-10,11421,17,1,7,1,0,0,10,0,55
15-10,11422,33,0,1,0,0,0,32,0,79
15-10,11423,15,0,4,0,0,0,11,0,57
15-10,11426,12,0,0,0,0,0,12,0,30
15-10,11427,20,0,3,0,0,0,17,0,39
15-10,11428,4,0,0,0,0,0,4,0,28
15-10,11429,15,0,1,0,1,0,13,0,52
15-10,11430,0,0,0,0,0,0,0,0,3
15-10,11432,31,0,10,0,2,0,19,0,123
15-10,11433,34,1,6,1,1,0,27,0,66
15-10,11434,70,0,5,0,1,0,64,0,186
15-10,11435,23,0,8,0,0,0,15,0,85
15-10,11436,9,0,1,0,1,0,7,0,30
15-10,11691,26,0,8,0,4,0,14,0,65
15-10,11692,18,0,5,0,1,0,12,0,33
15-10,11693,3,0,0,0,0,0,3,0,14
15-10,11694,4,0,1,0,1,0,2,0,20
15-10,11697,0,0,0,0,0,0,0,0,4
15-11,10001,19,0,7,0,6,0,6,0,151
15-11,10002,32,1,12,1,5,0,15,0,135
15-11,10003,16,0,8,0,7,0,1,0,113
15-11,10004,3,0,0,0,0,0,3,0,23
15-11,10005,1,0,0,0,1,0,0,0,11
15-11,10006,1,0,1,0,0,0,0,0,24
15-11,10007,5,0,1,0,4,0,0,0,43
15-11,10009,14,0,5,0,5,0,4,0,70
15-11,10010,23,0,6,0,8,0,9,0,93
15-11,10011,19,0,6,0,6,0,7,0,143
15-11,10012,10,0,5,0,2,0,3,0,81
15-11,10013,25,0,8,0,2,0,15,0,150
15-11,10014,4,0,3,0,0,0,1,0,77
15-11,10016,33,0,6,0,9,0,18,0,184
15-11,10017,13,0,6,0,3,0,4,0,120
15-11,10018,15,0,7,0,4,0,4,0,129
15-11,10019,18,0,5,0,6,0,7,0,206
15-11,10020,0,0,0,0,0,0,0,0,11
15-11,10021,14,0,3,0,2,0,9,0,80
15-11,10022,33,0,16,0,7,0,10,0,213
15-11,10023,14,1,7,1,3,0,4,0,107
15-11,10024,8,0,2,0,2,0,4,0,70
15-11,10025,9,1,5,1,3,0,1,0,82
15-11,10026,16,0,1,0,2,0,13,0,41
15-11,10027,17,0,6,0,4,0,7,0,87
15-11,10028,11,0,7,0,2,0,2,0,55
15-11,10029,17,0,10,0,0,0,7,0,138
15-11,10030,2,0,1,0,0,0,1,0,36
15-11,10031,6,0,2,0,1,0,3,0,54
15-11,10032,21,0,10,0,2,0,9,0,69
15-11,10033,16,0,2,0,2,0,12,0,74
15-11,10034,9,0,4,0,1,0,4,0,47
15-11,10035,24,0,13,0,4,0,7,0,105
15-11,10036,18,0,8,0,3,0,7,0,153
15-11,10037,9,0,2,0,1,0,6,0,49
15-11,10038,7,0,4,0,1,0,2,0,40
15-11,10039,3,0,1,0,1,0,1,0,22
15-11,10040,4,0,4,0,0,0,0,0,27
15-11,10048,0,0,0,0,0,0,0,0,3
15-11,10065,4,0,0,0,2,0,2,0,112
15-11,10069,0,0,0,0,0,0,0,0,4
15-11,10075,7,0,5,0,0,0,2,0,40
15-11,10119,1,0,1,0,0,0,0,0,5
15-11,10128,14,0,2,0,0,0,12,0,68
15-11,10282,0,0,0,0,0,0,0,0,1
15-11,10301,15,0,6,0,0,0,9,0,78
15-11,10302,0,0,0,0,0,0,0,0,2
15-11,10304,22,0,5,0,0,0,17,0,84
15-11,10305,15,1,4,0,0,0,11,1,70
15-11,10306,24,0,5,0,0,0,19,0,102
15-11,10307,3,0,0,0,0,0,3,0,15
15-11,10308,13,0,1,0,0,0,12,0,31
15-11,10309,14,0,2,0,0,0,12,0,40
15-11,10310,3,0,0,0,0,0,3,0,40
15-11,10312,16,0,6,0,0,0,10,0,65
15-11,10314,5,0,1,0,0,0,4,0,29
15-11,10451,21,0,6,0,1,0,14,0,77
15-11,10452,17,0,6,0,0,0,11,0,72
15-11,10453,31,0,9,0,0,0,22,0,85
15-11,10454,27,0,5,0,2,0,20,0,71
15-11,10455,35,0,10,0,2,0,23,0,84
15-11,10456,26,0,6,0,4,0,16,0,75
15-11,10457,24,0,5,0,3,0,16,0,80
15-11,10458,30,0,5,0,2,0,23,0,109
15-11,10459,19,0,4,0,0,0,15,0,63
15-11,10460,16,0,5,0,2,0,9,0,86
15-11,10461,30,0,8,0,0,0,22,0,89
15-11,10462,14,0,2,0,2,0,10,0,73
15-11,10463,12,0,7,0,0,0,5,0,85
15-11,10464,2,0,0,0,0,0,2,0,5
15-11,10465,16,0,4,0,0,0,12,0,50
15-11,10466,30,0,11,0,0,0,19,0,100
15-11,10467,26,0,8,0,3,0,15,0,139
15-11,10468,12,0,6,0,0,0,6,0,86
15-11,10469,38,0,3,0,0,0,35,0,86
15-11,10470,6,0,1,0,0,0,5,0,34
15-11,10471,2,0,2,0,0,0,0,0,21
15-11,10472,12,0,7,0,0,0,5,0,65
15-11,10473,19,0,10,0,0,0,9,0,58
15-11,10474,6,1,1,1,0,0,5,0,39
15-11,10475,15,0,6,0,1,0,8,0,57
15-11,11001,3,0,0,0,0,0,3,0,6
15-11,11004,8,0,1,0,1,0,6,0,36
15-11,11005,0,0,0,0,0,0,0,0,1
15-11,11040,1,0,0,0,0,0,1,0,2
15-11,11101,43,1,7,1,6,0,30,0,177
15-11,11102,8,0,4,0,1,0,3,0,39
15-11,11103,10,0,3,0,2,0,5,0,63
15-11,11104,6,0,0,0,0,0,6,0,20
15-11,11105,7,0,0,0,1,0,6,0,33
15-11,11106,25,0,9,0,3,0,13,0,66
15-11,11201,23,0,6,0,7,0,10,0,170
15-11,11203,61,0,12,0,0,0,49,0,142
15-11,11204,28,0,8,0,3,0,17,0,103
15-11,11205,24,0,3,0,9,0,12,0,97
15-11,11206,49,0,9,0,9,0,31,0,135
15-11,11207,97,1,13,1,5,0,79,0,240
15-11,11208,57,2,8,2,3,0,46,0,124
15-11,11209,17,0,5,0,0,0,12,0,75
15-11,11210,32,1,13,1,2,0,17,0,99
15-11,11211,39,0,12,0,8,0,19,0,133
15-11,11212,57,0,9,0,2,0,46,0,129
15-11,11213,41,0,15,0,1,0,25,0,127
15-11,11214,22,2,7,2,3,0,12,0,82
15-11,11215,36,0,9,0,4,0,23,0,114
15-11,11216,22,0,10,0,5,0,7,0,116
15-11,11217,21,0,3,0,4,0,14,0,129
15-11,11218,23,0,6,0,2,0,15,0,87
15-11,11219,27,0,9,0,2,0,16,0,121
15-11,11220,35,0,13,0,5,0,17,0,138
15-11,11221,47,0,9,0,5,0,33,0,122
15-11,11222,16,0,5,0,4,0,7,0,108
15-11,11223,28,0,7,0,3,0,18,0,121
15-11,11224,8,0,4,0,0,0,4,0,46
15-11,11225,34,0,6,0,4,0,24,0,114
15-11,11226,47,1,13,1,8,0,26,0,157
15-11,11228,8,0,2,0,0,0,6,0,49
15-11,11229,19,2,6,1,2,0,11,1,111
15-11,11230,39,0,16,0,3,0,20,0,138
15-11,11231,14,0,0,0,3,0,11,0,39
15-11,11232,21,0,4,0,1,0,16,0,73
15-11,11233,32,1,13,1,3,0,16,0,138
15-11,11234,28,0,6,0,1,0,21,0,140
15-11,11235,19,0,9,0,3,0,7,0,97
15-11,11236,88,0,21,0,4,0,63,0,174
15-11,11237,21,0,5,0,2,0,14,0,83
15-11,11238,21,0,8,0,1,0,12,0,93
15-11,11239,5,0,3,0,0,0,2,0,35
15-11,11249,11,0,0,0,4,0,7,0,46
15-11,11354,30,0,10,0,0,0,20,0,132
15-11,11355,22,1,10,1,2,0,10,0,130
15-11,11356,7,0,2,0,0,0,5,0,41
15-11,11357,4,0,2,0,0,0,2,0,44
15-11,11358,9,0,2,0,1,0,6,0,56
15-11,11360,7,0,2,0,0,0,5,0,15
15-11,11361,11,0,5,0,0,0,6,0,65
15-11,11362,3,0,1,0,0,0,2,0,32
15-11,11363,1,0,1,0,0,0,0,0,18
15-11,11364,9,0,4,0,0,0,5,0,41
15-11,11365,10,0,2,0,1,0,7,0,41
15-11,11366,7,0,1,0,0,0,6,0,34
15-11,11367,16,0,2,0,1,0,13,0,50
15-11,11368,22,0,3,0,5,0,14,0,78
15-11,11369,12,0,0,0,3,0,9,0,47
15-11,11370,9,0,2,0,1,0,6,0,37
15-11,11372,21,0,10,0,4,0,7,0,94
15-11,11373,25,0,12,0,1,0,12,0,104
15-11,11374,19,0,6,0,0,0,13,0,60
15-11,11375,19,1,5,1,6,0,8,0,84
15-11,11377,33,0,9,0,1,0,23,0,120
15-11,11378,17,0,1,0,4,0,12,0,76
15-11,11379,10,0,2,0,2,0,6,0,47
15-11,11385,31,0,5,0,2,0,24,0,169
15-11,11411,21,0,1,0,0,0,20,0,43
15-11,11412,21,0,6,0,0,0,15,0,58
15-11,11413,33,0,1,0,1,0,31,0,84
15-11,11414,7,0,1,0,0,0,6,0,37
15-11,11415,5,0,4,0,0,0,1,0,18
15-11,11416,13,0,2,0,1,0,10,0,37
15-11,11417,17,0,4,0,0,0,13,0,70
15-11,11418,5,0,1,0,0,0,4,0,47
15-11,11419,20,0,9,0,0,0,11,0,77
15-11,11420,21,1,7,1,0,0,14,0,97
15-11,11421,20,0,1,0,2,0,17,0,60
15-11,11422,20,0,6,0,0,0,14,0,86
15-11,11423,19,0,2,0,1,0,16,0,49
15-11,11426,6,0,0,0,1,0,5,0,21
15-11,11427,5,0,1,0,2,0,2,0,38
15-11,11428,12,0,2,0,0,0,10,0,32
15-11,11429,15,0,5,0,1,0,9,0,50
15-11,11430,0,0,0,0,0,0,0,0,2
15-11,11432,19,0,5,0,1,0,13,0,93
15-11,11433,27,0,9,0,1,0,17,0,71
15-11,11434,51,0,9,0,2,0,40,0,161
15-11,11435,27,0,10,0,0,0,17,0,80
15-11,11436,4,0,0,0,1,0,3,0,25
15-11,11691,16,0,5,0,0,0,11,0,53
15-11,11692,5,0,1,0,0,0,4,0,13
15-11,11693,3,0,0,0,0,0,3,0,15
15-11,11694,5,0,1,0,0,0,4,0,15
15-11,11695,0,0,0,0,0,0,0,0,1
15-11,11697,1,0,0,0,0,0,1,0,2
15-12,10001,24,0,11,0,4,0,9,0,168
15-12,10002,29,0,10,0,8,0,11,0,142
15-12,10003,22,0,12,0,4,0,6,0,137
15-12,10004,1,0,1,0,0,0,0,0,20
15-12,10005,1,0,1,0,0,0,0,0,12
15-12,10006,3,0,0,0,0,0,3,0,21
15-12,10007,8,0,5,0,2,0,1,0,52
15-12,10009,14,0,7,0,5,0,2,0,66
15-12,10010,12,0,7,0,3,0,2,0,89
15-12,10011,19,0,6,0,4,0,9,0,129
15-12,10012,15,0,4,0,5,0,6,0,66
15-12,10013,27,0,8,0,4,0,15,0,144
15-12,10014,7,0,2,0,2,0,3,0,68
15-12,10016,35,0,17,0,10,0,8,0,211
15-12,10017,9,0,5,0,3,0,1,0,108
15-12,10018,15,0,5,0,3,0,7,0,168
15-12,10019,20,0,12,0,3,0,5,0,228
15-12,10020,5,0,1,0,1,0,3,0,19
15-12,10021,15,0,10,0,0,0,5,0,78
15-12,10022,27,1,13,1,4,0,10,0,222
15-12,10023,10,0,6,0,2,0,2,0,81
15-12,10024,12,0,7,0,1,0,4,0,72
15-12,10025,26,0,3,0,4,0,19,0,106
15-12,10026,13,0,5,0,3,0,5,0,33
15-12,10027,29,0,5,0,0,0,24,0,85
15-12,10028,10,0,2,0,2,0,6,0,46
15-12,10029,41,0,14,0,4,0,23,0,132
15-12,10030,12,0,5,0,0,0,7,0,49
15-12,10031,10,0,4,0,0,0,6,0,55
15-12,10032,12,0,7,0,2,0,3,0,74
15-12,10033,14,0,7,0,2,0,5,0,82
15-12,10034,10,0,5,0,0,0,5,0,55
15-12,10035,30,0,7,0,0,0,23,0,102
15-12,10036,16,0,8,0,3,0,5,0,206
15-12,10037,14,0,3,0,0,0,11,0,44
15-12,10038,8,0,3,0,3,0,2,0,41
15-12,10039,3,0,1,0,0,0,2,0,24
15-12,10040,5,0,2,0,0,0,3,0,26
15-12,10048,0,0,0,0,0,0,0,0,1
15-12,10065,12,0,3,0,2,0,7,0,100
15-12,10069,0,0,0,0,0,0,0,0,3
15-12,10075,6,0,4,0,0,0,2,0,37
15-12,10119,0,0,0,0,0,0,0,0,1
15-12,10128,11,0,5,0,1,0,5,0,69
15-12,10168,0,0,0,0,0,0,0,0,1
15-12,10282,0,0,0,0,0,0,0,0,1
15-12,10301,11,0,5,0,0,0,6,0,85
15-12,10302,2,0,1,0,0,0,1,0,3
15-12,10304,17,0,1,0,0,0,16,0,75
15-12,10305,11,0,1,0,0,0,10,0,61
15-12,10306,22,1,9,1,0,0,13,0,119
15-12,10307,1,0,1,0,0,0,0,0,13
15-12,10308,7,0,2,0,1,0,4,0,35
15-12,10309,13,0,2,0,0,0,11,0,47
15-12,10310,7,0,0,0,0,0,7,0,36
15-12,10312,26,0,2,0,0,0,24,0,83
15-12,10314,8,0,2,0,0,0,6,0,20
15-12,10451,32,0,8,0,0,0,24,0,97
15-12,10452,28,0,8,0,3,0,17,0,102
15-12,10453,15,0,3,0,1,0,11,0,80
15-12,10454,13,0,1,0,1,0,11,0,77
15-12,10455,19,0,5,0,1,0,13,0,76
15-12,10456,16,0,7,0,1,0,8,0,81
15-12,10457,23,0,4,0,2,0,17,0,93
15-12,10458,30,0,15,0,2,0,13,0,117
15-12,10459,25,0,2,0,1,0,22,0,67
15-12,10460,34,0,8,0,2,0,24,0,96
15-12,10461,30,0,6,0,2,0,22,0,80
15-12,10462,20,0,5,0,1,0,14,0,72
15-12,10463,14,0,3,0,1,0,10,0,75
15-12,10464,0,0,0,0,0,0,0,0,1
15-12,10465,13,0,2,0,0,0,11,0,51
15-12,10466,28,0,8,0,0,0,20,0,123
15-12,10467,38,0,12,0,1,0,25,0,129
15-12,10468,36,0,13,0,2,0,21,0,107
15-12,10469,29,0,3,0,1,0,25,0,92
15-12,10470,5,0,1,0,0,0,4,0,40
15-12,10471,5,0,1,0,1,0,3,0,27
15-12,10472,16,0,9,0,1,0,6,0,68
15-12,10473,10,0,2,0,1,0,7,0,45
15-12,10474,3,0,1,0,1,0,1,0,27
15-12,10475,12,1,3,1,0,0,9,0,61
15-12,11001,1,0,0,0,0,0,1,0,5
15-12,11004,6,0,2,0,0,0,4,0,26
15-12,11005,0,0,0,0,0,0,0,0,3
15-12,11040,0,0,0,0,0,0,0,0,2
15-12,11101,32,0,10,0,4,0,18,0,175
15-12,11102,4,0,0,0,0,0,4,0,39
15-12,11103,19,0,7,0,0,0,12,0,59
15-12,11104,13,0,2,0,0,0,11,0,33
15-12,11105,8,0,4,0,2,0,2,0,35
15-12,11106,14,0,2,0,1,0,11,0,50
15-12,11109,2,0,0,0,0,0,2,0,4
15-12,11201,44,1,8,1,5,0,31,0,184
15-12,11203,64,0,15,0,3,0,46,0,169
15-12,11204,28,0,13,0,7,0,8,0,119
15-12,11205,18,0,7,0,3,0,8,0,81
15-12,11206,67,0,19,0,7,0,41,0,134
15-12,11207,79,0,12,0,4,0,63,0,241
15-12,11208,52,0,12,0,1,0,39,0,156
15-12,11209,19,0,4,0,1,0,14,0,84
15-12,11210,35,0,12,0,1,0,22,0,123
15-12,11211,34,1,14,0,6,0,14,1,117
15-12,11212,43,0,9,0,2,0,32,0,109
15-12,11213,35,0,13,0,1,0,21,0,142
15-12,11214,38,1,6,1,1,0,31,0,124
15-12,11215,18,0,6,0,8,0,4,0,124
15-12,11216,48,0,12,0,2,0,34,0,140
15-12,11217,9,1,4,1,3,0,2,0,110
15-12,11218,23,0,7,0,1,0,15,0,101
15-12,11219,18,0,11,0,2,0,5,0,108
15-12,11220,30,0,14,0,2,0,14,0,147
15-12,11221,46,0,12,0,5,0,29,0,113
15-12,11222,9,0,2,0,3,0,4,0,105
15-12,11223,15,0,6,0,1,0,8,0,92
15-12,11224,18,0,4,0,0,0,14,0,46
15-12,11225,29,0,9,0,1,0,19,0,107
15-12,11226,59,0,8,0,6,0,45,0,127
15-12,11228,20,0,2,0,1,0,17,0,80
15-12,11229,38,1,12,1,2,0,24,0,110
15-12,11230,37,0,12,0,1,0,24,0,129
15-12,11231,16,0,1,0,0,0,15,0,53
15-12,11232,17,0,3,0,6,0,8,0,73
15-12,11233,36,1,8,1,2,0,26,0,143
15-12,11234,43,0,12,0,0,0,31,0,170
15-12,11235,33,2,15,1,0,0,18,1,96
15-12,11236,67,0,20,0,2,0,45,0,195
15-12,11237,18,0,4,0,4,0,10,0,87
15-12,11238,19,0,7,0,4,0,8,0,87
15-12,11239,3,0,3,0,0,0,0,0,32
